PERIODO;HERIDOS;PUENTE_REYES;SEMANA_SANTA;COLOMBIAMODA;FESTIVOS;Lunes;Martes;Miercoles;Jueves;Viernes;Sabado
1;72;0;0;0;0;1;0;0;0;0;0
1;78;0;0;0;0;0;1;0;0;0;0
1;84;0;0;0;0;0;0;1;0;0;0
1;84;0;0;0;0;0;0;0;1;0;0
1;90;0;0;0;0;0;0;0;0;1;0
1;63;0;0;0;0;0;0;0;0;0;1
1;63;0;0;0;0;0;0;0;0;0;0
1;69;0;0;0;0;1;0;0;0;0;0
1;74;0;0;0;0;0;1;0;0;0;0
1;57;0;0;0;0;0;0;1;0;0;0
1;77;0;0;0;0;0;0;0;1;0;0
1;65;0;0;0;0;0;0;0;0;1;0
1;73;0;0;0;0;0;0;0;0;0;1
1;72;0;0;0;0;0;0;0;0;0;0
1;72;0;0;0;0;1;0;0;0;0;0
1;61;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;76;0;0;0;0;0;0;0;1;0;0
1;63;0;0;0;0;0;0;0;0;1;0
1;73;0;0;0;0;0;0;0;0;0;1
1;54;0;0;0;0;0;0;0;0;0;0
1;50;0;0;0;1;1;0;0;0;0;0
1;66;0;0;0;0;0;1;0;0;0;0
1;77;0;0;0;0;0;0;1;0;0;0
1;72;0;0;0;0;0;0;0;1;0;0
1;79;0;0;0;0;0;0;0;0;1;0
1;72;0;0;0;0;0;0;0;0;0;1
1;49;0;0;0;1;0;0;0;0;0;0
1;62;0;0;0;0;1;0;0;0;0;0
1;41;0;0;0;0;0;1;0;0;0;0
1;73;0;0;0;0;0;0;1;0;0;0
1;41;0;1;0;1;0;0;0;1;0;0
1;23;0;1;0;1;0;0;0;0;1;0
1;44;0;1;0;0;0;0;0;0;0;1
1;39;0;1;0;1;0;0;0;0;0;0
1;60;0;0;0;0;1;0;0;0;0;0
1;66;0;0;0;0;0;1;0;0;0;0
1;72;0;0;0;0;0;0;1;0;0;0
1;67;0;0;0;0;0;0;0;1;0;0
1;73;0;0;0;0;0;0;0;0;1;0
1;64;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;91;0;0;0;0;1;0;0;0;0;0
1;66;0;0;0;0;0;1;0;0;0;0
1;63;0;0;0;0;0;0;1;0;0;0
1;81;0;0;0;0;0;0;0;1;0;0
1;75;0;0;0;0;0;0;0;0;1;0
1;59;0;0;0;0;0;0;0;0;0;1
1;37;0;0;0;0;0;0;0;0;0;0
1;65;0;0;0;0;1;0;0;0;0;0
1;77;0;0;0;0;0;1;0;0;0;0
1;73;0;0;0;0;0;0;1;0;0;0
1;62;0;0;0;0;0;0;0;1;0;0
1;84;0;0;0;0;0;0;0;0;1;0
1;67;0;0;0;0;0;0;0;0;0;1
1;64;0;0;0;0;0;0;0;0;0;0
1;65;0;0;0;0;1;0;0;0;0;0
1;81;0;0;0;0;0;1;0;0;0;0
1;68;0;0;0;0;0;0;1;0;0;0
1;68;0;0;0;0;0;0;0;1;0;0
1;51;0;0;0;1;0;0;0;0;1;0
1;68;0;0;0;0;0;0;0;0;0;1
1;59;0;0;0;0;0;0;0;0;0;0
1;87;0;0;0;0;1;0;0;0;0;0
1;60;0;0;0;0;0;1;0;0;0;0
1;76;0;0;0;0;0;0;1;0;0;0
1;61;0;0;0;0;0;0;0;1;0;0
1;73;0;0;0;0;0;0;0;0;1;0
1;77;0;0;0;0;0;0;0;0;0;1
1;68;0;0;0;0;0;0;0;0;0;0
1;86;0;0;0;0;1;0;0;0;0;0
1;81;0;0;0;0;0;1;0;0;0;0
1;65;0;0;0;0;0;0;1;0;0;0
1;55;0;0;0;0;0;0;0;1;0;0
1;74;0;0;0;0;0;0;0;0;1;0
1;74;0;0;0;0;0;0;0;0;0;1
1;55;0;0;0;0;0;0;0;0;0;0
1;55;0;0;0;1;1;0;0;0;0;0
1;69;0;0;0;0;0;1;0;0;0;0
1;70;0;0;0;0;0;0;1;0;0;0
1;81;0;0;0;0;0;0;0;1;0;0
1;79;0;0;0;0;0;0;0;0;1;0
1;55;0;0;0;0;0;0;0;0;0;1
1;43;0;0;0;0;0;0;0;0;0;0
1;80;0;0;0;0;1;0;0;0;0;0
1;68;0;0;0;0;0;1;0;0;0;0
1;76;0;0;0;0;0;0;1;0;0;0
1;70;0;0;0;0;0;0;0;1;0;0
1;69;0;0;0;0;0;0;0;0;1;0
1;51;0;0;0;0;0;0;0;0;0;1
1;63;0;0;0;0;0;0;0;0;0;0
1;75;0;0;0;0;1;0;0;0;0;0
1;69;0;0;0;0;0;1;0;0;0;0
1;86;0;0;0;0;0;0;1;0;0;0
1;69;0;0;0;0;0;0;0;1;0;0
1;71;0;0;0;0;0;0;0;0;1;0
1;81;0;0;0;0;0;0;0;0;0;1
1;51;0;0;0;0;0;0;0;0;0;0
1;44;0;0;0;1;1;0;0;0;0;0
1;70;0;0;0;0;0;1;0;0;0;0
1;85;0;0;0;0;0;0;1;0;0;0
1;56;0;0;0;0;0;0;0;1;0;0
1;55;0;0;0;0;0;0;0;0;1;0
1;43;0;0;0;0;0;0;0;0;0;1
1;57;0;0;0;0;0;0;0;0;0;0
1;47;0;0;0;1;1;0;0;0;0;0
1;52;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;63;0;0;0;0;0;0;0;1;0;0
1;70;0;0;0;0;0;0;0;0;1;0
1;72;0;0;0;0;0;0;0;0;0;1
1;47;0;0;0;0;0;0;0;0;0;0
1;49;0;0;0;0;1;0;0;0;0;0
1;63;0;0;0;0;0;1;0;0;0;0
1;61;0;0;0;0;0;0;1;0;0;0
1;57;0;0;0;0;0;0;0;1;0;0
1;68;0;0;0;0;0;0;0;0;1;0
1;69;0;0;0;0;0;0;0;0;0;1
1;22;0;0;0;0;0;0;0;0;0;0
1;51;0;0;0;1;1;0;0;0;0;0
1;63;0;0;0;0;0;1;0;0;0;0
1;57;0;0;0;0;0;0;1;0;0;0
1;66;0;0;0;0;0;0;0;1;0;0
1;56;0;0;0;0;0;0;0;0;1;0
1;68;0;0;0;0;0;0;0;0;0;1
1;49;0;0;0;0;0;0;0;0;0;0
1;75;0;0;0;0;1;0;0;0;0;0
1;78;0;0;0;0;0;1;0;0;0;0
1;81;0;0;0;0;0;0;1;0;0;0
1;70;0;0;0;0;0;0;0;1;0;0
1;79;0;0;0;0;0;0;0;0;1;0
1;56;0;0;0;0;0;0;0;0;0;1
1;73;0;0;0;0;0;0;0;0;0;0
1;76;0;0;0;0;1;0;0;0;0;0
1;64;0;0;0;0;0;1;0;0;0;0
1;99;0;0;0;0;0;0;1;0;0;0
1;66;0;0;0;0;0;0;0;1;0;0
1;70;0;0;0;0;0;0;0;0;1;0
1;74;0;0;0;0;0;0;0;0;0;1
1;59;0;0;0;0;0;0;0;0;0;0
1;43;0;0;0;1;1;0;0;0;0;0
1;65;0;0;0;0;0;1;0;0;0;0
1;63;0;0;0;0;0;0;1;0;0;0
1;62;0;0;0;0;0;0;0;1;0;0
